dialect,sarcasm,sentiment,original_sentiment,tweet,source
0,1,0,0,"RT @LGArabic: عندما سألو ليدي قاقا اذا كانت سـتتنتخب ""دونالد ترامب"" المرشح السياسي العنصري 😂. https://t.co/5XNAtntWne",semeval
4,0,1,0,#الاحتلال يغرم مسجدًا 200 دولار لرفعه الأذان عبر المكبرات!!https://t.co/VPSiqCSgcD https://t.co/0M0jyqBtKg,semeval
0,0,2,2,@elissakh يلا اليسيانز كلنا نصوت لافضل البوم في سنة ٢٠١٦ طبعاً اليسا #سهرناياليل #اليسا وصوتو اكثر من مرة https://t.co/il24JppOHr,semeval
0,0,1,1,RT @BeesoS11: توماسوف لاعب كبير وكان افضل لاعب في كرواتيا الموسم الماضي لاتحكموا على مستواه مع #النصر البيئة سيئه جدآ لو جبتو ميسي بيتحو…,semeval
4,1,0,0,حزب الاصلاح ينقل صورة خاطئة عن إذاعة #عدن  المستقبل ويقول انها تابعة لحزب الله كذبتم ولم يصدقكم احد ياحريم السلطان نحن اشرف منكم ياخونه,semeval
0,1,0,0,عزيزي #ابراهيم_محلب تغطية عجز الموازنه بزيادة الاسعار سياسة المسئول الفاشل قليل الحيله,astd
4,0,1,2,#رصد | تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة #الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,astd
0,0,0,0,هد دايرة و بنلف فيها ، الداخلية مش عايزة بقي في اولتراس فاخترعت مذبخة بورسعيد فالناس تموت فالجمهور يتمنع من الماتشات #الكورة_للجماهير,astd
4,0,1,0,#إلهام_شاهين تتعرّض لموقف محرج في #مهرجان_القاهرة_السينمائي  https://t.co/OOIeaooDc3 https://t.co/jbHQCPulnZ,semeval
4,0,1,0,أدين بكل قوة العنف بكافة أشكاله وصوره ضد كل إنسان أيا كانت عقيدته أو انتماؤه قوتنا هي الحق وسلميتنا هي السبيل,astd
3,0,2,0,@Hamed_Alali @aboalhodaalhoms هذه نتائج ربع تحرير الجزائر من فرنساوخذلان جبة الانقاذ عندما فازت بالانتخاباتأتذكرون؟حدث لهم كما حدث في مصر,semeval
4,0,1,1,صورة رقم 10 #خواطر_ثلجية #معرض_الكويت_الدولي_للكتاب https://t.co/3rmNT0eiD4,semeval
0,1,0,0,RT @watan_usa: حازم عبد العظيم ساخرا: دبلوماسية مصر السيسي غير مسبوقة في تاريخ الدول https://t.co/zzDnkBSfXy https://t.co/no3FKECTFn,semeval
0,1,0,0,#اوعى_تنسى طوابير السيسي و اخونه المقابر و زرع فى مل عائله جرح عميق لسه فاكر و انت نسيت؟؟,astd
4,0,1,1,أغلى 10 أكلات في العالم.. يفوق سعر بعضها الذهب #الصين #اللحوم #المشروبات #الولايات_المتحدة #اليابان #جسم_الإنسان…… https://t.co/spPJeyhkt6,semeval
4,0,1,1,@AsmaKIDL نعم تقدرين عن طريق أمازون,semeval
1,0,2,1,@malak_alhusaini ابي ايفووووووووون نفسسسسسسسي بالايفوووووووون اللله يسعددددك 😭😭😭😭😭😭😭,semeval
4,0,1,0,الاسلام يحتاج للميديا بشتى انواعهامن افلام واخبار وكتبلتوضح الصورة المشوهة من قبل الاعلام الغربي #منظمه_التعاون_الاسلامي,semeval
4,1,0,0,كيف تشكلت صورة السعودي لدى الإعلام الغربي؟ وما هو الدور الذي كان يؤديه مرتزقة الإعلام؟تتبع المال يكشف حقيقة هذه المساعي #فضيحة_تركي_الدخيل,semeval
2,0,2,2,@iishz16 كفو ي جستن بيبر 😂,semeval
4,0,2,0,نعلم ما تمثله مصر لإفريقيا وندعم خارطة الطريق #السادة_المحترمون,astd
0,0,1,1,@news_ger_chekel ليش احلام عم تمثل مع رامي عياش بالمسلسل ؟؟ 🤔🤔,semeval
4,1,0,0,@manna987 @manae2006 قال له : النصر حليفك .. لعنة الله عليهما .. لافرق بينهما #جرائم #بوتن,semeval
4,0,1,2,#نادين_نسيب_نجيم تابعو الاعلامية الجميله #داليا_ايمن 👇🏻👇🏻 https://t.co/BejF3ZJVeJ,semeval
4,0,1,2,“أبل” تكسب معركة قضائية ضد “سامسونغ” https://t.co/hGjmhe0Sua https://t.co/ahr4dXYltw https://t.co/xxdrB1OzG9,semeval
4,0,1,0,RT @SasaPostMedia: عندما يفوز دونالد ترامب كيف ستتأثر أمريكا والعالم #ساسة_بوست https://t.co/8te28Emb33,semeval
4,0,0,1,المعارضة تسترجع مواقع في #حلب.. والمعارك تتواصلhttps://t.co/3SwQz656i9#السعودية #سوريا https://t.co/rn60BB6CNl,semeval
4,0,0,0,رفع الشعارات السياسية في الحج حرام شرعاً وخيانة وطنية …,astd
0,0,2,2,ستحل الجمعة القادمة الملكة @elissakh ضيفة عمرو أديب في برنامج كل يوم جمعة لأول حلقاته وحتكون #اليسا فله وشمعه ومنوره https://t.co/VMhwkLGqOw,semeval
2,0,1,1,باقي بس ثلاث ايام عن اول عرض لفلم فانتاستيك بيتس ان وير تو فايند ذيم * قيل قصة هاري بوتر بـ 19 سنة 😭 اخخخيراً.,semeval
1,1,0,0,@abuyemmen @alhanouf0690 ترى انت واحد بس من ضن اليمنين الشرفا اللي ما صاروا كلاب إيران ، إيران دمرت العراق سوريا والان انتم وتكذب عليكم,semeval
4,0,0,0,إحنا عندنا ثقافة اعتياد للقبح، ثقافة اعتياد للقذارة، آردوغان قدر انه يبدأ نهضته بالنظافة، شيراك لما كان عمدة…,astd
4,0,1,0,تطهير الداخلية الآن وفورا,astd
2,0,1,2,#من_الاخير_اخذها ارتباطي بنجوى كرم اشاعة و ميريام فارس بنت حارتي بس 🏃🏻,semeval
4,0,1,1,ريكي مارتن وخطيبه يثيران ضجة من جديده .. وهذه تفاصيل خطوبتهما! https://t.co/6E8CZj1q04,semeval
4,0,1,1,RT @aa_arabic: متحدث الرئاسة التركية: التطبيع مع #إسرائيل و #روسيا هام للسلام والاستقرار الإقليمي https://t.co/nm47dssKdY https://t.co/PX…,semeval
4,0,2,2,Bonjour 💗💗وبخصوص الملابس تجننن والشوز والتنورة 😍🔥🔥  وكل شيء بالحلقة كان رائع 😘🙈@nadinenjeim #nadinenassibnjeim… https://t.co/nDyHgC0Ude,semeval
0,0,0,0,اعلنوا انهم لقوا اثار مواد متفجرة على جثث ضحايا طائرة مصر للطيران اللي وقعت من سبع شهور !! https://t.co/ZLWWMxi2DY,semeval
2,0,2,2,يكفينا فخرا انو بتاريخ هالجمهورية اجا رجال عالرئاسة الاولى اسمو ميشال عون..,semeval
0,0,1,0,انفولو بلال مرشح الكنيسة و نصير دولة الفقيه ايوه الاتنين مع بعض,astd
4,1,0,1,"كنت أعتقد أن خدمة ""غوغل ترجمة"" سيئة جدًا إلى أن جربت ""بينغ"". ملك جمال الترجمة #غوغل 😅",semeval
0,1,0,0,RT @Rashedalkaabiii: والله عيب حتى #ميسي قام يطقطق علينا 😅✋🏼حد يشوف لنا حل 💔🇦🇪#مهدي_علي_برع #انقذوا_الحلم #اقاله_مهدي_علي https://t.co/…,semeval
4,0,0,1,كذلك فيه البعض يفضل التأكسي على اوبر او كريمبالرغم من جهل الراكب لمعلومات السائق وحتى معلومات السيارة٣#اوبر#كريم,semeval
4,0,1,2,بالصور: العائلة الملكيّة بأزياءٍ من أجواء عيد الميلادhttps://t.co/aaAuKGolvr  #Christmas #RoyalFamily,semeval
1,0,0,1,@ArabShop اخوي بغيت اشتري عربية أطفال و البائع امازون وحاطين وزن الشحنة 11 ونص كيلو .. وتشحن مباشر للسعودية لكن غالي شوي 600 ريال .. يتبع.,semeval
4,0,1,1,#السعوديه_الاماراتميسي يتابع الصديق والعشير فهد المولد https://t.co/Eb9qP6pw2f,semeval
4,0,1,1,سيشهد التاريخ ان انون اول من اخترع مانيكان تشالنج #Anoon#mannequinchallenge https://t.co/wm2TMZTx4w,semeval
0,0,1,2,RT @onehasmedia: جوجل لا تطلب شهادات، للتوظيفhttps://t.co/Rs7ugWSmNA https://t.co/XdsIeA3v44,semeval
4,0,2,2,RT @m3lomt_11: فرحه مصري لدخول رجل الى الأسلام ! ما شاء الله عليه :) https://t.co/0Fp5EzMmBv6660,semeval
0,0,2,2,إستمتعنا وأسعدتينا كالعادهوأبداً ما بنكتفي بكم ساعة من اللقاء عايزين أكتر ودائماً بنتعلم منك ♡Love You NNN… https://t.co/eUD0FY4mRg,semeval
4,0,1,0,بالفيديو.. هرب مقاتلى جبهة النصرة وتخليهم عن أسلحتهم بشرق حلب https://t.co/PuVRikLajj,semeval
0,0,1,1,RT @F_ALDFIRE: لاعبين ريال مدريد المصابين :١- راموس ❌٢- مارسيلو ❌٣- كاسيميرو ❌٤- مودريتش ❌٥- خيميس❌٦- كوينتراو ❌٧-الجمهور❌٨-المتابع…,semeval
4,0,0,1,قد ﻳﺒﻄﺊ ﺍﻟﻨﺼﺮ ﻷ‌ﻥ ﺍﻟﺒﻴﺌﺔ ﻻ‌ ﺗﺼﻠﺢ ﺑﻌﺪ لإ‌ﺳﺘﻘﺒﺎﻝ ﺍﻟﺤﻖ ﻭﺍﻟﺨﻴﺮ ﻭﺍﻟﻌﺪﻝ ﺍﻟﺬﻱ ﺗﻤﺜﻠﻪ ﺍﻷ‌ﻣﺔ ﺍﻟﻤﺆﻣﻨﺔ سيد قطب,astd
4,0,1,0,#لافروف: المسلحون الذين سيرفضون مغادرة #حلب سيتم القضاء عليهم,semeval
0,1,0,0,عبفتاح السيسي أوميجا العالمى #انتخبوا_العرص,astd
4,0,1,1,بوب ديلان في السويد أبريل المقبل، فهل يتسلم جائزة نوبل؟! #بوب_ديلان https://t.co/N2Kz7kMik6,semeval
4,0,1,1,#حياة_التقنية | سيانوجين تتخلى عن تطوير رومات أندرويد كاملة https://t.co/pWMVK0e5LR https://t.co/6QnOMgEiZO,semeval
4,0,1,1,#Fairuz  #Christmas Songs From #Syria  فيروز# أغاني الميلاد #حلب_تباد_بسكوت_العرب_والعالم   https://t.co/tE5szvoV53 via @YouTube,semeval
0,1,0,0,سايب صاحبك يهزر معاك و يشتمك بامك ؟ معلش اصلها فكرت نفسها جابت راجل طلع #سيكو_سيكو,astd
4,0,1,1,طريق جوبيانج في #الصين؛ أحد أخطر الطرق في العالم#غرد_بصورة https://t.co/3NKG6qDu11,semeval
0,1,0,1,@Lionel__FCB انا اقول واحد يلبس شورت ميسي وتمشي الامور,semeval
2,0,0,0,#لافروف يعارض مشروع الهدنة ويتوعد المعارضة بـ #حلب#اخبار #سوريا https://t.co/ZN5U0trqGm,semeval
4,0,1,0,أقوال من خطاب أوباما الذي لم يقله وهو متضمن في حال سياسته- أكبر إنجازات إدارتي هي وأد «الربيع العربي»- الثورات... https://t.co/kYSLUWLSXl,semeval
0,0,2,2,آلايآم يا حبيبي بتجري ولسه آنا مستنية 💔☹️️#اليسا https://t.co/bMJlXKqX9O,semeval
4,1,0,0,من الطبيعي ان تجد شخصا منافقا ومن الممكن ان تجد رجل دين منافقا لكن ما يفعله على جمعه تخطى كل الحدود,astd
4,0,1,1,رماد #كاسترو يزور ضريح #تشي_غيفاراhttps://t.co/mcNMyVhLWT https://t.co/BnylhWAIDw,semeval
4,0,1,0,خمس الاف #الامارات #الهلال #النصر #السعودية #الكويت #قطر #الرياض #مكة #رتويت # #دبي #الشارقة # #غرد_بصورة 168,astd
4,0,1,1,#تكنولوجيا | اطلاق النسخة الرسمية الأولى للعبة سوبر ماريو رن #SuperMarioRun https://t.co/g1lpD7ufXy,semeval
0,1,0,0,وتتوالى الإبداعات في العالم العربي #اﻷم_المثالية في مصر #سمير_جعجع رئيساً للبنان #والعرص_ابن_العرص مرشح للرئاسة,astd
4,0,1,2,RT @20fourMedia: #أبل تكسب معركة بـ 120 مليون دولار ضد #سامسونغ بشأن براءاتhttps://t.co/ZyXnCtxtHN https://t.co/mYfbAKw7dd,semeval
4,0,1,1,بيت صغير بكندا مايعرف طريقه حدا 🌼#فيروز,semeval
4,0,1,1,RT @ajmubasher: لمتابعة المناظرة الرئاسية الثانية بين المرشحة الديمقراطية هيلاري #كلنتون ومنافسها الجمهوري #ترامب، اليوم في تمام 4 عصرا بتو…,semeval
4,0,1,0,RT @turkyepost: #أردوغان : إذا كان المرتكب غير مسلم لا يسمونها عملية إرهابية ولا يتحدثون عن الإرهاب اليهودي والبوذي والملحد #تركيا_بوست,semeval
0,0,2,2,ملوك الاناقه والفخامة طبعاا قميص غوتشي لابس تاي تاي😊😀😀 https://t.co/l61kPhg9Tj,semeval
